Perturbation	Ensemble average response
[CCND1i]-[CTNNB1i]	1.7705570291777188
[CCND1i]-[SFRP1_gi]	1.9789227166276346
[CCND1i]-[SFRP1i]	1.9789227166276346
[CCND1i]-[CFLARi]	0.9362880886426593
[CCND1i]-[MSK_fi]	1.9789227166276346
[CCND1i]-[RTPK_gi]	1.9789227166276346
[CCND1i]-[FZD_fi]	1.9789227166276346
[CCND1i]-[DKK_fi]	1.9764397905759161
[CCND1i]-[LRP_fi]	1.873536299765808
[CCND1i]-[PIK3CAi]	1.771264367816092
[CCND1i]-[MAP3K8i]	1.9758713136729222
[CCND1i]-[BAXi]	1.9789227166276346
[CCND1i]-[CYCSi]	1.9789227166276346
[CCND1i]-[S6K_fi]	1.9789227166276346
[CCND1i]-[MDM2_gi]	1.9789227166276346
[CCND1i]-[mTORC2_ci]	1.9789227166276346
[CCND1i]-[BADi]	1.9789227166276346
[CCND1i]-[RHEBi]	1.9789227166276346
[CCND1i]-[BCL2i]	1.566831683168317
[CCND1i]-[AKT1S1i]	1.9789227166276346
[CCND1i]-[TSC_fi]	1.9789227166276346
[CCND1i]-[FOXO_fi]	1.9789227166276346
[CCND1i]-[PTEN_gi]	1.9789227166276346
[CCND1i]-[CASP8i]	1.9789227166276346
[CCND1i]-[IRS1i]	1.9789227166276346
[CCND1i]-[CHUKi]	1.8564954682779455
[CCND1i]-[GAB_fi]	1.9744897959183674
[CCND1i]-[PTPN11i]	1.9754768392370572
[CCND1i]-[GRAP2i]	1.9789227166276346
[CCND1i]-[MAP3K11i]	1.9789227166276346
[CCND1i]-[MAP3K4i]	1.9789227166276346
[CCND1i]-[MAP2K4i]	1.9909365558912386
[CCND1i]-[DUSP1i]	1.8434579439252337
[CCND1i]-[MAP3K5i]	1.9789227166276346
[CCND1i]-[MAP2K3i]	1.9789227166276346
[CCND1i]-[DUSP6i]	1.971264367816092
[CCND1i]-[RAF_fi]	1.9783393501805053
[CCND1i]-[KRASi]	1.9791666666666667
[CCND1i]-[RTPK_fi]	1.1736842105263159
[CCND1i]-[SOS1i]	1.9851116625310175
[CCND1i]-[GRB2i]	1.9744897959183674
[CCND1i]-[PLCG1i]	1.9789227166276346
[CCND1i]-[PTPN6i]	1.9789227166276346
[CCND1i]-[SYKi]	1.9730679156908666
[CCND1i]-[CASP9i]	2.0
[CCND1i]-[PDPK1i]	1.5591517857142858
[CCND1i]-[ILKi]	1.968384074941452
[CCND1i]-[PAK1i]	1.968384074941452
[CCND1i]-[MEK_fi]	1.9798657718120805
[CCND1i]-[SOCS1_gi]	1.9692671394799055
[CCND1i]-[mTORC1_ci]	1.9704918032786884
[CCND1i]-[PRKCDi]	1.9794050343249427
[CCND1i]-[PLK1i]	1.9779411764705883
[CCND1i]-[MAPKAPK2i]	1.9788235294117646
[CCND1i]-[IRAK1i]	1.9781553398058251
[CCND1i]-[ISGF3_ci]	1.9789227166276346
[CCND1i]-[SOCS1i]	1.9692671394799055
[CCND1i]-[STAT3i]	1.9789227166276346
[CCND1i]-[STAT1i]	1.9692671394799055
[CCND1i]-[STAT2i]	1.9789227166276346
[CCND1i]-[JAK_fi]	1.9789227166276346
[CCND1i]-[AXIN1i]	1.9764397905759161
[CCND1i]-[MDM2i]	1.577720207253886
[CCND1i]-[CK1_fi]	1.9789227166276346
[CCND1i]-[ITCHi]	1.959514170040486
[CCND1i]-[TP53i]	1.9789227166276346
[CCND1i]-[NFKB_fi]	1.9789227166276346
[CCND1i]-[IKBKBi]	1.9758713136729222
[CCND1i]-[REL_fi]	1.9789227166276346
[CCND1i]-[PIAS1i]	1.9788235294117646
[CCND1i]-[AKT_fi]	0.9575757575757575
[CCND1i]-[MAPK14i]	1.9182027649769586
[CCND1i]-[CBPp300_ci]	1.8979591836734695
[CCND1i]-[SKIi]	1.9789227166276346
[CCND1i]-[PPM1Ai]	1.9789227166276346
[CCND1i]-[ERK_fi]	1.9614093959731544
[CCND1i]-[GSK3_fi]	1.9789227166276346
[CCND1i]-[PPP1CAi]	2.0
[CCND1i]-[TAB_fi]	1.9758713136729222
[CCND1i]-[MAP3K7i]	1.9758713136729222
[CCND1i]-[SMAD4i]	1.9789227166276346
[CCND1i]-[SMAD1i]	1.9789227166276346
[CCND1i]-[SMAD5i]	1.9789227166276346
[CCND1i]-[BMPR2i]	1.9789227166276346
[CCND1i]-[ACVR1i]	1.9789227166276346
[CCND1i]-[SRCi]	1.9789227166276346
[CCND1i]-[SMAD3i]	1.9789227166276346
[CCND1i]-[SHC1i]	1.9744897959183674
[CCND1i]-[SMAD6i]	1.9763593380614657
[CCND1i]-[TRAF6i]	1.9775561097256857
[CCND1i]-[SMAD7i]	1.9838337182448036
[CCND1i]-[SMURF1i]	1.977832512315271
[CCND1i]-[SMURF2i]	1.9137931034482758
[CCND1i]-[SMAD2i]	1.9762532981530343
[CCND1i]-[TGFBR2i]	1.9789227166276346
[CCND1i]-[TGFBR1i]	1.9789227166276346
[CCND1i]-[DVL_fi]	1.9789227166276346
[CCND1i]-[DAAM1i]	1.9789227166276346
[CCND1i]-[PARD6Ai]	1.9789227166276346
[CCND1i]-[AP1_ci]	1.960048426150121
[CCND1i]-[MYCi]	0.9653333333333334
[CCND1i]-[JUNi]	1.9789227166276346
[CCND1i]-[ATF2i]	1.9789227166276346
[CCND1i]-[FOSi]	1.9789227166276346
[CCND1i]-[SRFi]	1.9789227166276346
[CCND1i]-[PTENi]	1.9789227166276346
[CCND1i]-[CFL_fi]	1.9789227166276346
[CCND1i]-[LIMK1i]	1.9789227166276346
[CCND1i]-[LIMK2i]	1.9789227166276346
[CCND1i]-[CDC42i]	1.9789227166276346
[CCND1i]-[ARHGAP24i]	1.9789227166276346
[CCND1i]-[RAC_fi]	1.9681208053691275
[CCND1i]-[TIAM1i]	1.9789227166276346
[CCND1i]-[RHOAi]	1.9789227166276346
[CCND1i]-[RND3i]	1.9789227166276346
[CCND1i]-[CASP3i]	1.9789227166276346
[CCND1i]-[JNK_fi]	1.959514170040486
[CCND1i]-[MAP2K7i]	1.9789227166276346
[CCND1i]-[MAPK8IP3i]	1.9789227166276346
[CCND1i]-[ROCK1i]	1.9789227166276346
[CCND1i]-[Prosurvivali]	1.9789227166276346
[CCND1i]-[Antisurvivali]	1.9789227166276346
[DKK_gi]-[NLKi]	2.977777777777778
[DKK_gi]-[TCF7_fi]	2.904392764857881
[DKK_gi]-[LEF1i]	2.830864197530864
[DKK_gi]-[EGR1i]	2.977777777777778
[DKK_gi]-[MMP_fi]	2.319402985074627
[DKK_gi]-[BTRCi]	2.977777777777778
[DKK_gi]-[CTNNB1i]	2.769230769230769
[DKK_gi]-[SFRP1_gi]	2.977777777777778
[DKK_gi]-[SFRP1i]	2.977777777777778
[DKK_gi]-[CFLARi]	1.9252873563218391
[DKK_gi]-[MSK_fi]	2.977777777777778
[DKK_gi]-[RTPK_gi]	2.977777777777778
[DKK_gi]-[FZD_fi]	2.977777777777778
[DKK_gi]-[DKK_fi]	2.977777777777778
[DKK_gi]-[LRP_fi]	2.858108108108108
[DKK_gi]-[PIK3CAi]	2.7617283950617284
[DKK_gi]-[MAP3K8i]	2.9750692520775623
[DKK_gi]-[BAXi]	2.977777777777778
[DKK_gi]-[CYCSi]	2.977777777777778
[DKK_gi]-[S6K_fi]	2.977777777777778
[DKK_gi]-[MDM2_gi]	2.977777777777778
[DKK_gi]-[mTORC2_ci]	2.977777777777778
[DKK_gi]-[BADi]	2.977777777777778
[DKK_gi]-[RHEBi]	2.977777777777778
[DKK_gi]-[BCL2i]	2.565891472868217
[DKK_gi]-[AKT1S1i]	2.977777777777778
[DKK_gi]-[TSC_fi]	2.977777777777778
[DKK_gi]-[FOXO_fi]	2.977777777777778
[DKK_gi]-[PTEN_gi]	2.977777777777778
[DKK_gi]-[CASP8i]	2.977777777777778
[DKK_gi]-[IRS1i]	2.977777777777778
[DKK_gi]-[CHUKi]	2.874338624338624
[DKK_gi]-[GAB_fi]	2.973045822102426
[DKK_gi]-[PTPN11i]	2.9739884393063583
[DKK_gi]-[GRAP2i]	2.977777777777778
[DKK_gi]-[MAP3K11i]	2.977777777777778
[DKK_gi]-[MAP3K4i]	2.977777777777778
[DKK_gi]-[MAP2K4i]	2.9901960784313726
[DKK_gi]-[DUSP1i]	2.8434579439252334
[DKK_gi]-[MAP3K5i]	2.977777777777778
[DKK_gi]-[MAP2K3i]	2.977777777777778
[DKK_gi]-[DUSP6i]	2.967741935483871
[DKK_gi]-[RAF_fi]	2.977777777777778
[DKK_gi]-[KRASi]	2.978494623655914
[DKK_gi]-[RTPK_fi]	2.0258397932816536
[DKK_gi]-[SOS1i]	2.9844155844155846
[DKK_gi]-[GRB2i]	2.973045822102426
[DKK_gi]-[PLCG1i]	2.977777777777778
[DKK_gi]-[PTPN6i]	2.977777777777778
[DKK_gi]-[SYKi]	2.971604938271605
[DKK_gi]-[CASP9i]	3.0
[DKK_gi]-[PDPK1i]	2.532258064516129
[DKK_gi]-[ILKi]	2.966666666666667
[DKK_gi]-[PAK1i]	2.966666666666667
[DKK_gi]-[MEK_fi]	2.975510204081633
[DKK_gi]-[SOCS1_gi]	2.9674185463659146
[DKK_gi]-[mTORC1_ci]	2.967032967032967
[DKK_gi]-[PRKCDi]	2.9771573604060912
[DKK_gi]-[PLK1i]	2.976683937823834
[DKK_gi]-[MAPKAPK2i]	2.977667493796526
[DKK_gi]-[IRAK1i]	2.976923076923077
[DKK_gi]-[ISGF3_ci]	2.977777777777778
[DKK_gi]-[SOCS1i]	2.9674185463659146
[DKK_gi]-[STAT3i]	2.977777777777778
[DKK_gi]-[STAT1i]	2.9674185463659146
[DKK_gi]-[STAT2i]	2.977777777777778
[DKK_gi]-[JAK_fi]	2.977777777777778
[DKK_gi]-[AXIN1i]	2.977777777777778
[DKK_gi]-[MDM2i]	2.5558510638297873
[DKK_gi]-[CK1_fi]	2.977777777777778
[DKK_gi]-[ITCHi]	2.949748743718593
[DKK_gi]-[TP53i]	2.977777777777778
[DKK_gi]-[NFKB_fi]	2.977777777777778
[DKK_gi]-[IKBKBi]	2.9750692520775623
[DKK_gi]-[REL_fi]	2.977777777777778
[DKK_gi]-[PIAS1i]	2.977667493796526
[DKK_gi]-[AKT_fi]	1.6764705882352942
[DKK_gi]-[MAPK14i]	2.8969849246231156
[DKK_gi]-[CBPp300_ci]	2.8947368421052633
[DKK_gi]-[SKIi]	2.977777777777778
[DKK_gi]-[PPM1Ai]	2.977777777777778
[DKK_gi]-[ERK_fi]	2.959349593495935
[DKK_gi]-[GSK3_fi]	2.977777777777778
[DKK_gi]-[PPP1CAi]	3.0
[DKK_gi]-[TAB_fi]	2.9750692520775623
[DKK_gi]-[MAP3K7i]	2.9750692520775623
[DKK_gi]-[SMAD4i]	2.977777777777778
[DKK_gi]-[SMAD1i]	2.977777777777778
[DKK_gi]-[SMAD5i]	2.977777777777778
[DKK_gi]-[BMPR2i]	2.977777777777778
[DKK_gi]-[ACVR1i]	2.977777777777778
[DKK_gi]-[SRCi]	2.977777777777778
[DKK_gi]-[SMAD3i]	2.977777777777778
[DKK_gi]-[SHC1i]	2.973045822102426
[DKK_gi]-[SMAD6i]	2.9751243781094527
[DKK_gi]-[TRAF6i]	2.976501305483029
[DKK_gi]-[SMAD7i]	2.984375
[DKK_gi]-[SMURF1i]	2.9765625
[DKK_gi]-[SMURF2i]	2.9066666666666667
[DKK_gi]-[SMAD2i]	2.9751381215469612
[DKK_gi]-[TGFBR2i]	2.977777777777778
[DKK_gi]-[TGFBR1i]	2.977777777777778
[DKK_gi]-[DVL_fi]	2.977777777777778
[DKK_gi]-[DAAM1i]	2.977777777777778
[DKK_gi]-[PARD6Ai]	2.977777777777778
[DKK_gi]-[AP1_ci]	2.9578005115089514
[DKK_gi]-[MYCi]	1.9777777777777779
[DKK_gi]-[JUNi]	2.977777777777778
[DKK_gi]-[ATF2i]	2.977777777777778
[DKK_gi]-[FOSi]	2.977777777777778
[DKK_gi]-[SRFi]	2.977777777777778
[DKK_gi]-[PTENi]	2.977777777777778
[DKK_gi]-[CFL_fi]	2.977777777777778
[DKK_gi]-[LIMK1i]	2.977777777777778
[DKK_gi]-[LIMK2i]	2.977777777777778
[DKK_gi]-[CDC42i]	2.977777777777778
[DKK_gi]-[ARHGAP24i]	2.977777777777778
[DKK_gi]-[RAC_fi]	2.9658273381294964
[DKK_gi]-[TIAM1i]	2.977777777777778
[DKK_gi]-[RHOAi]	2.977777777777778
[DKK_gi]-[RND3i]	2.977777777777778
[DKK_gi]-[CASP3i]	2.977777777777778
[DKK_gi]-[JNK_fi]	2.949748743718593
[DKK_gi]-[MAP2K7i]	2.977777777777778
[DKK_gi]-[MAPK8IP3i]	2.977777777777778
[DKK_gi]-[ROCK1i]	2.977777777777778
[DKK_gi]-[Prosurvivali]	2.977777777777778
[DKK_gi]-[Antisurvivali]	2.977777777777778
[NLKi]-[TCF7_fi]	2.904392764857881
[NLKi]-[LEF1i]	2.888888888888889
[NLKi]-[EGR1i]	2.98
[NLKi]-[MMP_fi]	2.5
[NLKi]-[BTRCi]	2.98
[NLKi]-[CTNNB1i]	2.8454545454545452
[NLKi]-[SFRP1_gi]	2.98
[NLKi]-[SFRP1i]	2.98
[NLKi]-[CFLARi]	1.931937172774869
[NLKi]-[MSK_fi]	2.98
[NLKi]-[RTPK_gi]	2.98
[NLKi]-[FZD_fi]	2.98
[NLKi]-[DKK_fi]	2.977777777777778
[NLKi]-[LRP_fi]	2.8606741573033707
[NLKi]-[PIK3CAi]	2.7733333333333334
[NLKi]-[MAP3K8i]	2.977272727272727
[NLKi]-[BAXi]	2.98
[NLKi]-[CYCSi]	2.98
[NLKi]-[S6K_fi]	2.98
[NLKi]-[MDM2_gi]	2.98
[NLKi]-[mTORC2_ci]	2.98
[NLKi]-[BADi]	2.98
[NLKi]-[RHEBi]	2.98
[NLKi]-[BCL2i]	2.5714285714285716
[NLKi]-[AKT1S1i]	2.98
[NLKi]-[TSC_fi]	2.98
[NLKi]-[FOXO_fi]	2.98
[NLKi]-[PTEN_gi]	2.98
[NLKi]-[CASP8i]	2.98
[NLKi]-[IRS1i]	2.98
[NLKi]-[CHUKi]	2.901985111662531
[NLKi]-[GAB_fi]	2.9759036144578315
[NLKi]-[PTPN11i]	2.976923076923077
[NLKi]-[GRAP2i]	2.98
[NLKi]-[MAP3K11i]	2.98
[NLKi]-[MAP3K4i]	2.98
[NLKi]-[MAP2K4i]	2.9913793103448274
[NLKi]-[DUSP1i]	2.8434579439252334
[NLKi]-[MAP3K5i]	2.98
[NLKi]-[MAP2K3i]	2.98
[NLKi]-[DUSP6i]	2.971590909090909
[NLKi]-[RAF_fi]	2.98
[NLKi]-[KRASi]	2.9807073954983925
[NLKi]-[RTPK_fi]	2.016706443914081
[NLKi]-[SOS1i]	2.9859154929577465
[NLKi]-[GRB2i]	2.9759036144578315
[NLKi]-[PLCG1i]	2.98
[NLKi]-[PTPN6i]	2.98
[NLKi]-[SYKi]	2.968888888888889
[NLKi]-[CASP9i]	3.0
[NLKi]-[PDPK1i]	2.5546875
[NLKi]-[ILKi]	2.9644444444444447
[NLKi]-[PAK1i]	2.9644444444444447
[NLKi]-[MEK_fi]	2.9767441860465116
[NLKi]-[SOCS1_gi]	2.97972972972973
[NLKi]-[mTORC1_ci]	2.970873786407767
[NLKi]-[PRKCDi]	2.9794050343249427
[NLKi]-[PLK1i]	2.9789719626168223
[NLKi]-[MAPKAPK2i]	2.9799107142857144
[NLKi]-[IRAK1i]	2.9793103448275864
[NLKi]-[ISGF3_ci]	2.98
[NLKi]-[SOCS1i]	2.97972972972973
[NLKi]-[STAT3i]	2.98
[NLKi]-[STAT1i]	2.97972972972973
[NLKi]-[STAT2i]	2.98
[NLKi]-[JAK_fi]	2.98
[NLKi]-[AXIN1i]	2.977777777777778
[NLKi]-[MDM2i]	2.5767326732673266
[NLKi]-[CK1_fi]	2.98
[NLKi]-[ITCHi]	2.96
[NLKi]-[TP53i]	2.98
[NLKi]-[NFKB_fi]	2.98
[NLKi]-[IKBKBi]	2.977272727272727
[NLKi]-[REL_fi]	2.98
[NLKi]-[PIAS1i]	2.9799107142857144
[NLKi]-[AKT_fi]	1.4932975871313674
[NLKi]-[MAPK14i]	2.94279176201373
[NLKi]-[CBPp300_ci]	2.902439024390244
[NLKi]-[SKIi]	2.98
[NLKi]-[PPM1Ai]	2.98
[NLKi]-[ERK_fi]	2.9233716475095783
[NLKi]-[GSK3_fi]	2.98
[NLKi]-[PPP1CAi]	3.0
[NLKi]-[TAB_fi]	2.977272727272727
[NLKi]-[MAP3K7i]	2.977272727272727
[NLKi]-[SMAD4i]	2.98
[NLKi]-[SMAD1i]	2.98
[NLKi]-[SMAD5i]	2.98
[NLKi]-[BMPR2i]	2.98
[NLKi]-[ACVR1i]	2.98
[NLKi]-[SRCi]	2.98
[NLKi]-[SMAD3i]	2.98
[NLKi]-[SHC1i]	2.9759036144578315
[NLKi]-[SMAD6i]	2.9798657718120807
[NLKi]-[TRAF6i]	2.9787735849056602
[NLKi]-[SMAD7i]	2.986666666666667
[NLKi]-[SMURF1i]	2.979020979020979
[NLKi]-[SMURF2i]	2.9466666666666668
[NLKi]-[SMAD2i]	2.977329974811083
[NLKi]-[TGFBR2i]	2.98
[NLKi]-[TGFBR1i]	2.98
[NLKi]-[DVL_fi]	2.98
[NLKi]-[DAAM1i]	2.98
[NLKi]-[PARD6Ai]	2.98
[NLKi]-[AP1_ci]	2.9621559633027523
[NLKi]-[MYCi]	1.9463869463869463
[NLKi]-[JUNi]	2.98
[NLKi]-[ATF2i]	2.98
[NLKi]-[FOSi]	2.98
[NLKi]-[SRFi]	2.98
[NLKi]-[PTENi]	2.98
[NLKi]-[CFL_fi]	2.98
[NLKi]-[LIMK1i]	2.98
[NLKi]-[LIMK2i]	2.98
[NLKi]-[CDC42i]	2.98
[NLKi]-[ARHGAP24i]	2.98
[NLKi]-[RAC_fi]	2.962025316455696
[NLKi]-[TIAM1i]	2.98
[NLKi]-[RHOAi]	2.98
[NLKi]-[RND3i]	2.98
[NLKi]-[CASP3i]	2.98
[NLKi]-[JNK_fi]	2.96
[NLKi]-[MAP2K7i]	2.98
[NLKi]-[MAPK8IP3i]	2.98
[NLKi]-[ROCK1i]	2.98
[NLKi]-[Prosurvivali]	2.98
[NLKi]-[Antisurvivali]	2.98
[TCF7_fi]-[LEF1i]	2.751937984496124
[TCF7_fi]-[EGR1i]	2.977777777777778
[TCF7_fi]-[MMP_fi]	2.25705329153605
[TCF7_fi]-[BTRCi]	2.904392764857881
[TCF7_fi]-[CTNNB1i]	2.751937984496124
[TCF7_fi]-[SFRP1_gi]	2.904392764857881
[TCF7_fi]-[SFRP1i]	2.904392764857881
[TCF7_fi]-[CFLARi]	1.9252873563218391
[TCF7_fi]-[MSK_fi]	2.904392764857881
[TCF7_fi]-[RTPK_gi]	2.904392764857881
[TCF7_fi]-[FZD_fi]	2.904392764857881
[TCF7_fi]-[DKK_fi]	2.904392764857881
[TCF7_fi]-[LRP_fi]	2.798099762470309
[TCF7_fi]-[PIK3CAi]	2.683804627249357
[TCF7_fi]-[MAP3K8i]	2.891812865497076
[TCF7_fi]-[BAXi]	2.904392764857881
[TCF7_fi]-[CYCSi]	2.904392764857881
[TCF7_fi]-[S6K_fi]	2.904392764857881
[TCF7_fi]-[MDM2_gi]	2.904392764857881
[TCF7_fi]-[mTORC2_ci]	2.904392764857881
[TCF7_fi]-[BADi]	2.904392764857881
[TCF7_fi]-[RHEBi]	2.935828877005348
[TCF7_fi]-[BCL2i]	2.5040214477211795
[TCF7_fi]-[AKT1S1i]	2.904392764857881
[TCF7_fi]-[TSC_fi]	2.904392764857881
[TCF7_fi]-[FOXO_fi]	2.904392764857881
[TCF7_fi]-[PTEN_gi]	2.977777777777778
[TCF7_fi]-[CASP8i]	2.904392764857881
[TCF7_fi]-[IRS1i]	2.904392764857881
[TCF7_fi]-[CHUKi]	2.8046448087431695
[TCF7_fi]-[GAB_fi]	2.8917378917378915
[TCF7_fi]-[PTPN11i]	2.8898809523809526
[TCF7_fi]-[GRAP2i]	2.904392764857881
[TCF7_fi]-[MAP3K11i]	2.904392764857881
[TCF7_fi]-[MAP3K4i]	2.904392764857881
[TCF7_fi]-[MAP2K4i]	2.9583333333333335
[TCF7_fi]-[DUSP1i]	2.7609756097560973
[TCF7_fi]-[MAP3K5i]	2.904392764857881
[TCF7_fi]-[MAP2K3i]	2.904392764857881
[TCF7_fi]-[DUSP6i]	2.9601328903654487
[TCF7_fi]-[RAF_fi]	2.8692307692307693
[TCF7_fi]-[KRASi]	2.865168539325843
[TCF7_fi]-[RTPK_fi]	1.9380053908355794
[TCF7_fi]-[SOS1i]	2.899441340782123
[TCF7_fi]-[GRB2i]	2.8917378917378915
[TCF7_fi]-[PLCG1i]	2.9018567639257293
[TCF7_fi]-[PTPN6i]	2.904392764857881
[TCF7_fi]-[SYKi]	2.892105263157895
[TCF7_fi]-[CASP9i]	2.9276485788113695
[TCF7_fi]-[PDPK1i]	2.5259740259740258
[TCF7_fi]-[ILKi]	2.884020618556701
[TCF7_fi]-[PAK1i]	2.884020618556701
[TCF7_fi]-[MEK_fi]	2.831223628691983
[TCF7_fi]-[SOCS1_gi]	2.911688311688312
[TCF7_fi]-[mTORC1_ci]	2.9578544061302683
[TCF7_fi]-[PRKCDi]	2.9026315789473682
[TCF7_fi]-[PLK1i]	2.9026315789473682
[TCF7_fi]-[MAPKAPK2i]	2.9041450777202074
[TCF7_fi]-[IRAK1i]	2.900804289544236
[TCF7_fi]-[ISGF3_ci]	2.904392764857881
[TCF7_fi]-[SOCS1i]	2.911688311688312
[TCF7_fi]-[STAT3i]	2.798449612403101
[TCF7_fi]-[STAT1i]	2.911688311688312
[TCF7_fi]-[STAT2i]	2.904392764857881
[TCF7_fi]-[JAK_fi]	2.904392764857881
[TCF7_fi]-[AXIN1i]	2.904392764857881
[TCF7_fi]-[MDM2i]	2.4945054945054945
[TCF7_fi]-[CK1_fi]	2.904392764857881
[TCF7_fi]-[ITCHi]	2.8535353535353534
[TCF7_fi]-[TP53i]	2.9069767441860463
[TCF7_fi]-[NFKB_fi]	2.904392764857881
[TCF7_fi]-[IKBKBi]	2.8914956011730206
[TCF7_fi]-[REL_fi]	2.904392764857881
[TCF7_fi]-[PIAS1i]	2.9041450777202074
[TCF7_fi]-[AKT_fi]	1.6617210682492582
[TCF7_fi]-[MAPK14i]	2.8616187989556137
[TCF7_fi]-[CBPp300_ci]	2.825
[TCF7_fi]-[SKIi]	2.904392764857881
[TCF7_fi]-[PPM1Ai]	2.908641975308642
[TCF7_fi]-[ERK_fi]	2.775
[TCF7_fi]-[GSK3_fi]	2.904392764857881
[TCF7_fi]-[PPP1CAi]	2.9276485788113695
[TCF7_fi]-[TAB_fi]	2.8914956011730206
[TCF7_fi]-[MAP3K7i]	2.8914956011730206
[TCF7_fi]-[SMAD4i]	2.907730673316708
[TCF7_fi]-[SMAD1i]	2.904392764857881
[TCF7_fi]-[SMAD5i]	2.904392764857881
[TCF7_fi]-[BMPR2i]	2.904392764857881
[TCF7_fi]-[ACVR1i]	2.904392764857881
[TCF7_fi]-[SRCi]	2.901808785529716
[TCF7_fi]-[SMAD3i]	2.9129287598944593
[TCF7_fi]-[SHC1i]	2.8917378917378915
[TCF7_fi]-[SMAD6i]	2.907035175879397
[TCF7_fi]-[TRAF6i]	2.8980716253443526
[TCF7_fi]-[SMAD7i]	2.9121140142517814
[TCF7_fi]-[SMURF1i]	2.900804289544236
[TCF7_fi]-[SMURF2i]	2.8310185185185186
[TCF7_fi]-[SMAD2i]	2.895774647887324
[TCF7_fi]-[TGFBR2i]	2.9036458333333335
[TCF7_fi]-[TGFBR1i]	2.9036458333333335
[TCF7_fi]-[DVL_fi]	2.904392764857881
[TCF7_fi]-[DAAM1i]	2.904392764857881
[TCF7_fi]-[PARD6Ai]	2.904392764857881
[TCF7_fi]-[AP1_ci]	2.870026525198939
[TCF7_fi]-[MYCi]	1.9121140142517814
[TCF7_fi]-[JUNi]	2.904392764857881
[TCF7_fi]-[ATF2i]	2.904392764857881
[TCF7_fi]-[FOSi]	2.904392764857881
[TCF7_fi]-[SRFi]	2.904392764857881
[TCF7_fi]-[PTENi]	2.977777777777778
[TCF7_fi]-[CFL_fi]	2.904392764857881
[TCF7_fi]-[LIMK1i]	2.904392764857881
[TCF7_fi]-[LIMK2i]	2.904392764857881
[TCF7_fi]-[CDC42i]	2.904392764857881
[TCF7_fi]-[ARHGAP24i]	2.904392764857881
[TCF7_fi]-[RAC_fi]	2.9398496240601504
[TCF7_fi]-[TIAM1i]	2.904392764857881
[TCF7_fi]-[RHOAi]	2.904392764857881
[TCF7_fi]-[RND3i]	2.904392764857881
[TCF7_fi]-[CASP3i]	2.904392764857881
[TCF7_fi]-[JNK_fi]	2.8535353535353534
[TCF7_fi]-[MAP2K7i]	2.904392764857881
[TCF7_fi]-[MAPK8IP3i]	2.904392764857881
[TCF7_fi]-[ROCK1i]	2.904392764857881
[TCF7_fi]-[Prosurvivali]	2.904392764857881
[TCF7_fi]-[Antisurvivali]	2.904392764857881
[LEF1i]-[EGR1i]	2.84
[LEF1i]-[MMP_fi]	2.364611260053619
[LEF1i]-[BTRCi]	2.84
[LEF1i]-[CTNNB1i]	2.7632911392405064
[LEF1i]-[SFRP1_gi]	2.84
[LEF1i]-[SFRP1i]	2.84
[LEF1i]-[CFLARi]	1.806282722513089
[LEF1i]-[MSK_fi]	2.84
[LEF1i]-[RTPK_gi]	2.7511111111111113
[LEF1i]-[FZD_fi]	2.84
[LEF1i]-[DKK_fi]	2.830864197530864
[LEF1i]-[LRP_fi]	2.7612612612612613
[LEF1i]-[PIK3CAi]	2.6433333333333335
[LEF1i]-[MAP3K8i]	2.852272727272727
[LEF1i]-[BAXi]	2.84
[LEF1i]-[CYCSi]	2.84
[LEF1i]-[S6K_fi]	2.8422222222222224
[LEF1i]-[MDM2_gi]	2.84
[LEF1i]-[mTORC2_ci]	2.841111111111111
[LEF1i]-[BADi]	2.84
[LEF1i]-[RHEBi]	2.84
[LEF1i]-[BCL2i]	2.4754098360655736
[LEF1i]-[AKT1S1i]	2.84
[LEF1i]-[TSC_fi]	2.84
[LEF1i]-[FOXO_fi]	2.7822222222222224
[LEF1i]-[PTEN_gi]	2.84
[LEF1i]-[CASP8i]	2.868888888888889
[LEF1i]-[IRS1i]	2.84
[LEF1i]-[CHUKi]	2.7742857142857145
[LEF1i]-[GAB_fi]	2.8397590361445784
[LEF1i]-[PTPN11i]	2.8371794871794873
[LEF1i]-[GRAP2i]	2.84
[LEF1i]-[MAP3K11i]	2.84
[LEF1i]-[MAP3K4i]	2.84
[LEF1i]-[MAP2K4i]	2.821937321937322
[LEF1i]-[DUSP1i]	2.7044392523364484
[LEF1i]-[MAP3K5i]	2.84
[LEF1i]-[MAP2K3i]	2.84
[LEF1i]-[DUSP6i]	2.766216216216216
[LEF1i]-[RAF_fi]	2.82
[LEF1i]-[KRASi]	2.82475884244373
[LEF1i]-[RTPK_fi]	2.1145584725536994
[LEF1i]-[SOS1i]	2.8438967136150235
[LEF1i]-[GRB2i]	2.8397590361445784
[LEF1i]-[PLCG1i]	2.8433333333333333
[LEF1i]-[PTPN6i]	2.84
[LEF1i]-[SYKi]	2.84
[LEF1i]-[CASP9i]	2.9718519422743057
[LEF1i]-[PDPK1i]	2.429472993370685
[LEF1i]-[ILKi]	2.8344444444444443
[LEF1i]-[PAK1i]	2.8344444444444443
[LEF1i]-[MEK_fi]	2.856589147286822
[LEF1i]-[SOCS1_gi]	2.811512415349887
[LEF1i]-[mTORC1_ci]	2.726865671641791
[LEF1i]-[PRKCDi]	2.848970251716247
[LEF1i]-[PLK1i]	2.8259860788863107
